yearsage,yearsed,pc_in,pc_vo,pc_co,pc_si,pc_pc,pc_pa,pc_bd,pc_oa
72,14,68.96551724,82.85714286,78.125,75,85,50,49.01960784,65.85365854
72,8,75.86206897,57.14285714,65.625,64.28571429,65,65,43.1372549,73.17073171
72,10,48.27586207,37.14285714,28.125,53.57142857,40,10,31.37254902,70.73170732
72,3,24.13793103,15.71428571,25,7.142857143,25,10,15.68627451,34.14634146
72,3,72.4137931,50,46.875,14.28571429,60,40,23.52941177,51.2195122
72,14,48.27586207,62.85714286,68.75,57.14285714,50,30,39.21568628,53.65853659
72,8,27.5862069,38.57142857,46.875,50,55,10,23.52941177,78.04878049
72,3,20.68965517,15.71428571,25,3.571428571,10,10,23.52941177,58.53658537
72,10,82.75862069,82.85714286,68.75,64.28571429,80,30,45.09803922,73.17073171
72,12,65.51724138,67.14285714,53.125,53.57142857,75,30,64.70588235,73.17073171
72,10,65.51724138,54.28571429,65.625,60.71428571,55,30,35.29411765,51.2195122
72,10,72.4137931,78.57142857,65.625,67.85714286,85,30,37.25490196,73.17073171
72,12,55.17241379,52.85714286,59.375,57.14285714,20,10,19.60784314,36.58536585
72,12,34.48275862,61.42857143,25,17.85714286,15,15,7.843137255,24.3902439
72,12,44.82758621,50,37.5,60.71428571,25,65,31.37254902,73.17073171
72,10,55.17241379,68.57142857,31.25,32.14285714,60,20,39.21568628,53.65853659
72,3,20.68965517,27.14285714,56.25,32.14285714,5,10,1.960784314,36.58536585
72,3,17.24137931,10,18.75,3.571428571,10,10,0,34.14634146
72,10,58.62068966,51.42857143,46.875,46.42857143,75,10,23.52941177,68.29268293
72,8,48.27586207,41.42857143,46.875,21.42857143,45,20,15.68627451,51.2195122
72,12,44.82758621,64.28571429,43.75,53.57142857,60,20,37.25490196,75.6097561
